time_s,speed_kmh,throttle_pct,brake,gap_s,active_aero,sector,lap,tyre_life
7151.945,204.2090909090965,5.447727272725878,1.0,0.41185743957415993,0.0,2,19,16.0
7152.945,187.0,55.0,0.0,0.38885520441920524,0.0,2,19,16.0
7153.945,197.0,75.0,0.0,0.4453692259799705,0.0,2,19,16.0
7154.945,217.96249999999233,100.0,0.0,0.571434106731201,0.0,2,19,16.0
7155.945,242.39999999999415,100.0,0.0,0.6371132840618638,0.0,2,19,16.0
7156.945,260.9799999999959,100.0,0.0,0.6739736607797063,0.0,2,19,16.0
7157.945,273.72777777776946,100.0,0.0,0.565561537651631,0.0,2,19,16.0
7158.945,286.58999999999793,100.0,0.0,0.9253837151658532,0.0,2,19,16.0
7159.945,298.0,99.0,0.0,1.0284653820390872,0.0,2,19,16.0
7160.945,303.0,99.0,0.0,6.470842414547085,0.0,2,19,16.0
7161.586,306.0,100.0,0.0,97.26559750623157,0.0,0,20,17.0
7162.586,309.625,99.0,0.0,0.6677125118656253,0.0,0,20,17.0
7163.586,313.0,99.0,0.0,0.681152508305446,0.0,0,20,17.0
7164.586,315.0,99.0,0.0,0.6930198470723891,0.0,0,20,17.0
7165.586,317.2505219206682,99.0,0.0,0.6071952348179611,0.0,0,20,17.0
7166.586,321.0,99.0,0.0,0.6123214787486779,0.0,0,20,17.0
7167.586,322.4557823129254,99.0,0.0,0.571613097432534,0.0,0,20,17.0
7168.586,322.0,99.0,0.0,0.5661099468499042,0.0,0,20,17.0
7169.586,314.0,99.0,0.0,3.6812374403312096,0.0,0,20,17.0
7170.586,278.599999999985,10.799999999979988,1.0,2.566705599426259,0.0,0,20,17.0
7171.586,169.0,0.0,1.0,1.868896335960446,0.0,0,20,17.0
7172.586,111.48902821316389,0.0,1.0,0.12242235291905423,0.0,0,20,17.0
7173.586,84.73124999999617,0.0,1.0,1.8260994864296514,0.0,0,20,17.0
7174.586,80.0,20.0,0.0,2.2338136930490293,0.0,0,20,17.0
7175.586,69.0,26.333333333345124,0.0,2.870067880408619,0.0,0,20,17.0
7176.586,88.5,51.0,0.0,0.06784524467751818,0.0,0,20,17.0
7177.586,130.0,83.0,0.0,0.23333386662448846,0.0,0,20,17.0
7178.586,176.0,99.0,0.0,0.38386048974376774,0.0,0,20,17.0
7179.586,220.02750000000563,99.99749999999949,0.0,0.48240397976628163,0.0,0,20,17.0
7180.586,241.42000000000408,99.39499999999897,0.0,0.5303053842539768,0.0,0,20,17.0
7181.586,262.3333333333333,99.66666666666667,0.0,0.6070916419544771,0.0,0,20,17.0
7182.586,275.0,100.0,0.0,0.647323998937982,0.0,0,20,17.0
7183.586,281.57142857142856,100.0,0.0,0.6747099658100062,0.0,0,20,17.0
7184.586,286.0,100.0,0.0,0.933323796942072,0.0,0,20,17.0
7185.586,285.0,100.0,0.0,1.1445733619188343,0.0,0,20,17.0
7186.586,282.88611111111055,100.0,0.0,1.142379207767701,0.0,0,20,17.0
7187.586,282.8333333333333,100.0,0.0,1.160883069243637,0.0,0,20,17.0
7188.586,290.1666666666667,100.0,0.0,1.2484313629395305,0.0,0,20,17.0
7189.586,294.8181818181818,99.18181818181819,0.0,1.2852095168714928,0.0,0,20,17.0
7190.586,286.1666666666667,99.83333333333333,0.0,1.2435026871759531,0.0,1,20,17.0
7191.586,235.0,4.5,1.0,0.8047286263784111,0.0,1,20,17.0
7192.586,140.0,0.0,1.0,0.49292819013173655,0.0,1,20,17.0
7193.586,109.98124999999617,0.06250000001278977,1.0,0.4737292726174593,0.0,1,20,17.0
7194.586,112.66666666667004,43.8888888888917,0.0,0.5182149200538779,0.0,1,20,17.0
7195.586,130.25,63.75,0.0,0.5814048042551786,0.0,1,20,17.0
7196.586,161.6,99.0,0.0,0.7993852580067285,0.0,1,20,17.0
7197.586,188.875,99.0,0.0,0.788044827398194,0.0,1,20,17.0
7198.586,205.0,99.0,0.0,0.8327773325300611,0.0,1,20,17.0
7199.586,218.0,99.0,0.0,0.8746723777537238,0.0,1,20,17.0
7200.586,225.2,7.0,1.0,0.7921884940500751,0.0,1,20,17.0
7201.586,190.8,13.2,0.0,0.7948790939229624,0.0,1,20,17.0
7202.586,190.0,89.0,0.0,0.8127139308595043,0.0,1,20,17.0
7203.586,199.71428571428572,100.0,0.0,0.8579641064763938,0.0,1,20,17.0
7204.586,214.0,100.0,0.0,0.9054535589148263,0.0,1,20,17.0
7205.586,219.71428571428572,99.0,0.0,0.9487885423432594,0.0,1,20,17.0
7206.586,209.28214285714213,43.00714285708585,1.0,0.8025456700425978,0.0,1,20,17.0
7207.586,175.0,13.0,0.0,0.701719885471312,0.0,1,20,17.0
7208.586,174.5,75.5,0.0,0.8077746446132968,0.0,1,20,17.0
7209.586,209.0909090909091,100.0,0.0,0.9213473986521101,0.0,1,20,17.0
7210.586,235.0,99.5,0.0,1.0479359729797684,0.0,1,20,17.0
7211.586,257.0,100.0,0.0,1.1925971243463085,0.0,1,20,17.0
7212.586,276.6000000000032,100.0,0.0,1.2530462802484053,0.0,1,20,17.0
7213.586,289.0,100.0,0.0,1.3481480849360994,0.0,1,20,17.0
7214.586,296.1818181818182,99.9090909090909,0.0,1.337103670393936,0.0,1,20,17.0
7215.586,300.375,99.0,0.0,1.3503644458470556,0.0,1,20,17.0
7216.586,304.2857142857143,99.14285714285714,0.0,1.3524950760037917,0.0,1,20,17.0
7217.586,308.0,100.0,0.0,1.356189112559636,0.0,1,20,17.0
7218.586,309.8,99.4,0.0,1.3695267531100548,0.0,1,20,17.0
7219.586,299.99999999999494,99.0,0.0,1.3585141453990535,0.0,1,20,17.0
7220.586,282.9999999999899,83.6666666666473,0.0,1.1129693274745864,0.0,1,20,17.0
7221.586,194.0,3.0,1.0,0.7641618558577016,0.0,2,20,17.0
7222.586,170.0,41.66666666666667,0.0,0.8226758525788754,0.0,2,20,17.0
7223.586,187.0,87.28571428571429,0.0,0.8908047702840263,0.0,2,20,17.0
7224.586,211.66666666666666,87.66666666666667,0.0,0.9761508253839439,0.0,2,20,17.0
7225.586,235.5,99.0,0.0,1.0671768819576677,0.0,2,20,17.0
7226.586,250.27272727272728,99.0,0.0,1.1392786166666262,0.0,2,20,17.0
7227.586,265.1111111111111,99.0,0.0,1.3459663693603283,0.0,2,20,17.0
7228.586,278.7272727272774,99.45454545454452,0.0,1.385476327788986,0.0,2,20,17.0
7229.586,290.2,99.6,0.0,1.4117144410298925,0.0,2,20,17.0
7230.586,296.0,99.0,0.0,1.4000058414077514,0.0,2,20,17.0
7231.586,300.3,99.0,0.0,1.3962324768044545,0.0,2,20,17.0
